id,chain,rating
nu-1942,"Step 1: The Michigan Wolverines won the NCAA Men's Hockey Tournament in 1964. Therefore, the answer is 1964.",0
nt-5164,Step 1: The last color commentator was Jack Whitaker.,0
nt-13822,"Step 1: India is a country with a total of 197 medals. India has 102 medals, 58 medals, 37 medals, 197 medals, and 197 medals. Nepal has 62 medals, and Sri Lanka has 62 medals. Bhutan has 76 medals, and Bhutan has 76 medals. Bhutan has 0 medals, and Bhutan has 0 medals.",0
nt-6389,"Step 1: The previous year was 22nd year so 13.7 million + 22nd year = 13.7 million. Therefore, the answer is 13.7 million.",0
nt-660,"Step 1: The number of races that Brazil has won is 1.2. Therefore, the answer is 1.2.",0
nt-10002,"Step 1: The number of mobile prefixes for mobitel is 0-1. Therefore, the answer is 1.",0
nt-2905,"Step 1: The number of games that were more than 15 points scored by either team is 3. Therefore, the answer is 3.",0
nu-1719,"The relevant information to answer the above question is: Heinz Field was first played at Mile High Stadium in 1978. Therefore, the answer is 1978.",0
nu-4154,"Step 1: The French Open is a tennis tournament. The French Open is a tennis tournament. The French Open is a tennis tournament. Therefore, the answer is no.",0
nt-912,"Step 1: The artist rita has 66 points. Therefore, the answer is 66.",0
nt-214,Step 1: The Swedish Social Democratic Party is the party that has the most votes. The Swedish Social Democratic Party has the most votes. The Swedish Social Democratic Party has the most votes. The Swedish Social Democratic Party has the most votes. The Swedish Social Democratic Party has the most votes.,0
nt-6146,Step 1: Cristiane Justino. Step 2: Carano vs. Cyborg. Step 3: Elaina Maxwell.,0
nu-1650,"Step 1: The number of games lost during the season is 0 games. Therefore, the answer is 0",0
nu-4010,"The number of republicans and democrats involved in the race is unknown. Therefore, the answer is unknown.",0
nt-2072,"Step 1: Smith, Johnson, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones, Williams, Jones",0
nu-2570,"Answer: koda Felicia | 172,000 | 210,000 | 288,458 | 261,127 | 241,256 | 148,028 | 44,963 |  |  |  |  |  |                                    ",1
nu-609,"Step 1: The total number of laps is 22. Therefore, the total number of laps is 318. Answer: 318",2
nu-1034,The relevant sentence in the passage is: Claus Nielsen (17) | 3rd round | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |,0
nu-2913,Step 1: China.,0
nu-975,Step 1: The most lrt stations open on November 6th are at BP1 / NS4 and BP2 / NS4 and BP3 / NS4 and BP5 / NS4 and BP6 / DT1 and BP7 / DT1 and BP8 / DT1 and BP8 / DT1 and BP9 / BP10 / BP11 / BP12 / BP13 / SENJa  |  |  | 6,0
nt-5913,"Step 1: Kingston, 13 March 2001 10.50 0.40 Kingston, 22 June 2001 10.12 1.30 Rovereto, 28 August 2003 10.02 0.80 Brussels, 5 September 2003 10.02 0.80 Brussels, 3 September 2005 9.77 1.60 Rieti, 9 September 2008 9.82 1.40 Lausanne, 2 September 2009 9.82 1.40 Lausanne, 10 June 2011 9.78 1.40 Lausanne, 30 June The progression of Powell's 100 m seasons' best times",0
nu-1533,"The Parc des Princes is the home of the Paris Saint-Germain FC. The Paris Saint-Germain FC played their games at the Parc des Princes. Therefore, the answer is Paris Saint-Germain FC.",0
nt-10513,"Step 1: The total prize money paid to the champion and the runner up is SGD 3,600. The total prize money paid to the champion and the runner up is SGD 2,400. Therefore, the amount left over is SGD 2,400. Answer: SGD",2
nu-3434,The answer is the JTD 16V 5DR 6 SP.,0
nt-10144,The following compositions were composed by the composer: 25 Guntramn (revised 1940) | 3 acts | by the composer | 1892–1893 | 10 May 1894; 25 Guntramn (revised 1940) | 3 acts | by the composer | 1893–1893 | 10 May 1894; 25 Guntramn (revised 1940) | 3 acts | by the composer | 1892–1893 | 10 May 1894; 25 Guntramn (revised 1940) | 3 acts | by the composer | 1893–1893,0
nt-3325,Step 1: Papua New Guinea has a total of 107 medals. Papua New Guinea has a total of 48 medals. Papua New Guinea has a total of 121 medals. Papua New Guinea has a total of 0 medals. Papua New Guinea has a total of 0 medals. Papua New Guinea has a total of 0 medals. Papua New Guinea has a total of 0 medals. Papua New Guinea has a total of 0 medal,0
nu-3113,Step 1: The album was released on the label Your Love Is Electric. The album was released on the label Your Love Is Electric. The album was released on the label Your Love Is Electric. The album was released on the label Your Love Is Electric. The album was released on the label Your Love Is Electric. The album was released on the label Your Love Is Electric. The album was released on the label Your Love Is Electric. The album was released on the label Your Love Is Electric. The album was released on the label Your Love Is Electric. The album was released on the label Your,0
nu-2676,Step 1: The country with the most gold medals is Great Britain. The country with the most silver medals is Australia. The country with the most bronze medals is Germany. The country with the most gold medals is Spain. The country with the most silver medals is Germany. The country with the most bronze medals is Spain. The country with the most gold medals is Germany. The country with the most silver medals is Spain. The country with the most bronze medals is Italy. The country with the most gold medals is Italy. The country with the most silver medals is Spain. The country with,0
nt-5842,Answer: no,1
nt-8322,"Step 1: The number of European Cups is 17 and the number of European Cups is 17 + 17 = 18. Therefore, the answer is 17.",0
nu-1973,Three teams were defunct before 1950.,0
nt-5414,"Step 1: To answer this question, we should know that: Peter Little was resigned to accept position as Minister Plenipotentiary to Russia on March 3, 1823. Therefore, the answer is March 3, 1825.",0
nt-11476,"Step 1: The number of people who finished the race in less than 1:02 is 1. Therefore, the answer is 1.",0
nu-21,Step 1: The country with the most gold medals is Brazil. The country with the most silver medals is Colombia. The country with the most bronze medals is Brazil. The country with the most gold medals is Brazil.,0
nt-12645,Gergely Rudolf,0
nt-13217,Step 1: The relevant sentence in the passage is: Don Cherry was a hockey player. The answer is Don Cherry.,0
nt-9996,Step 1: Intro (Skit),0
nt-7232,The relevant sentence in the passage is: Record high °C (°F) | 38n(100) | 40n(104) | 43n(109) | 48n(118) | 46n(115) | 45n(113) | 42.5n(108.5) | 42.5n(108.5) | 41n(106) | 39n(102) | 39n(102) | 48n(118) The relevant sentence in the passage is: Record low °C (°F) | 7n,0
nt-8520,"The song ""I'm Not Through Loving You"" was released in 1969. The song ""Please Take Me Back"" was released in 1973. The song ""I See His Love All Over You"" was released in 1974. The song ""I'll Be Your Fool Tonight"" was released in 1985. The song ""You're Gettin' to Me Again"" was released in 1984. The song ""I'll Be Your Fool Tonight"" was released in 1985. The song ""I'll Be Your Fool Tonight"" was released in 1985. The song ""I'll Be Your Fool Tonight"" was released in 1985",0
nu-3351,Step 1: The Imparja Cup is a competition for the community division. The top competitor in the Imparja Cup for the community division in 2009 was the Cat Tigers. Answer: Cat Tigers,2
nt-3850,"The relevant information to answer the above question is: 1 | Zions Bank Buildingnnnnn Zions Bank Building in Downtown Boise, Idaho | 323 ft (98 m) | 20 | 2013 | Tallest building in state since 2013n 2 | Boise Airport Air Traffic Control Tower | 295 ft (90 m) | 2009 | Tallest ATC tower in the Northwest. 3 | US Bank Plazannnnn One Capital Center in Downtown Boise | 267 ft (81 m",0
nt-6762,Step 1: The team's record is 0–3. The team's record is 0–3.,0
nt-4975,Step 1: Yehuda Tamir's song is Na'ara. Shlishiyat Adama's song is La ve'li. Miri Aloni's song is Kmo ha'emuna. Moti Giladi and Sarai Tzuriel's song is Yavo Yom. Miri Aloni's song is Yavo Yom.,0
nt-2770,"Step 1: The collection is a collection of paintings. Therefore, the answer is the oxford harvard art collection.",0
nt-7842,"Step 1: The number of cars based on the Plymouth and Blackburn tramcars is 94. Therefore, the answer is 94.",0
nu-1397,The New Nation.,0
nt-130,"Step 1: Flor Alpaerts was a composer of incidental music. He was withdrawn from the musical genre. He was a favourite among his own compositions. He was involved in a debate with Richard Strauss to prove that his music was written earlier than Strauss's version. Therefore, the answer is incidental music.",0
nu-680,"Step 1: The year 1991 was the year that Tamera Campbell starred in the most episodes. Therefore, the answer is Tamera Campbell.",0
nt-3465,The following is a list of hospitals with at least 600 beds: The following is a list of hospitals with at least 600 beds: The following is a list of hospitals with at least 600 beds: The following is a list of hospitals with at least 600 beds: The following is a list of hospitals with at least 600 beds: The following is a list of hospitals with at least 600 beds: The following is a list of hospitals with at least 600 beds: The following is a list of hospitals with at least 600 beds: The following is a list of hospitals with at least 600 beds: The following,0
nu-2985,"The first COL Erasmus M. Weaver, Jr. was a Chief of the United States Army. The second COL Erasmus M. Weaver, Jr. was a Chief of the United States Army. The third COL Erasmus M. Weaver, Jr. was a Chief of the United States Army. The fourth COL Erasmus M. Weaver, Jr. was a Chief of the United States Army. The fifth COL Erasmus M. Weaver, Jr. was a Chief of the United States Army. The sixth COL Erasmus M. Weaver, Jr.",0
nt-9888,"Step 1: The number of singles with a ranking of 1 under ger is 1. Therefore, the answer is 1.",0
nt-10412,The following is a list of historic buildings in Farmington:,0
nt-12841,Step 1: The number of times Queen's was runner-up in men's is 0 . Answer: 1,1
nt-1135,Step 1: Maynooth is the county in which Ballymore Eustace is from. Maynooth is the county in which Ballyroan Abbey is from. Ballyroan Abbey is the county in which Ballyroan Ravens is from.,0
nt-13950,Step 1: Identify the country that won the gold medal. Identify the country that won the silver medal. Identify the country that won the bronze medal. Identify the country that won the bronze medal. Identify the country that won the bronze medal. Identify the country that won the silver medal. Identify the country that won the bronze medal. Identify the country that won the bronze medal. Identify the country that won the silver medal. Identify the country that won the bronze medal. Identify the country that won the bronze medal. Identify the country that won the bronze medal. Identify the country that,0
nt-3296,"Step 1: Powern[W] is a type of power. The power type is a ringing choke converter. The power type is a buck-boost converter. The power type is a buck-boost converter. Therefore, the answer is ringing choke converter.",0
nt-10265,"Step 1: Jiang Qing was the first person to be president. He Lianying was the first person to be president. He Lianying was born on March 19th, 1914.",0
nt-7897,Step 1: Identify the artist. Identify the song. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist. Identify the artist.,0
nt-13483,Step 1: Identify the team from the chart. The question asks for a team name. Answer: Greystones,2
nt-10369,Step 1: The face value of the next year is 0.000001.,0
nt-12361,"Step 1: The number of selections that finished below 2nd runner up since 1995 is 2. Therefore, the answer is 2.",0
nt-4229,"The relevant sentence in the passage is: Ski Bunny Blues / ""The Snow! The Mountains! Our Friendship! And of Course, a Monster, Too"" (!) | November 21, 1992 | October 19, 1995 34 | 30 | ""A Crystal Clear Destiny"" / ""The Sparkling Silver Crystal! The Moon Princess Appears""n""Hikari kagayaku ginzuish! Tsuki no purinsesu tj! Tsuki no chintokkun"" (!) | November 28,",0
nu-3420,"The total number of rooms at the Novant Health is 531 rooms. The total number of rooms at the Novant Health is 574 rooms. Therefore, the answer is 574.",0
nt-4851,"Step 1: The number of strikes that were over 200,000 members is 200,000 + 18 days = 200,000 members. Therefore, the answer is 200,000.",0
nt-4232,"The total number of letters used in the last poetry prize is 96. Therefore, the answer is 96.",0
nt-12186,Veselin Tsinzov was the first to win the LAP.,0
nu-2858,"The sample size of the poll was 4.5. Therefore, the answer is 4.5.",0
nt-5757,"Step 1: The number of games that Rowaihi's team scored the same number of goals as the opposing team is . Therefore, the answer is 1.",0
nt-8701,"Step 1: The number of films that neha has appeared in is 0 . Therefore, the answer is 1.",0
nt-10604,Step 1: Buggy Grand Prix: Kattobi! Dai-Sakusen was released in 2003. Psikyo Shooting Collection Vol. 1: Strikers 1945 I & II was released in Europe by Play It as 1945 I & II: The Arcade Games. Psikyo Shooting Collection Vol. 2: Sengoku Ace & Sengoku Blade was released in 2004.,0
nu-1799,"Step 1: The number of non-finishers is 10 because there are at least 10 years old. Therefore, the number of non-finishers is 10 because there are at least 10 years old. Therefore, the number of non-finishers is 10 because there are at least 10 years old. Therefore, the number of non-finishers is 10 because there are at least 10 years old. Therefore, the number of non-finishers is 10 because there are at least 10 years old. Therefore, the number of non-finishers is 10 because there are at least 10 years old. Therefore, the number of non-",0
nt-876,"Step 1: The total number of medals won by France is 28 + 28 + 80 = 108. The total number of nations that won at least 10 medals is 108 + 28 = 108. Therefore, the answer is 108.",0
nt-6166,Step 1: Identify the number of points skaters had greater than 2600. Answer: 1,1
nt-9237,"Step 1: The total number of points is 3 points. The total number of points is 10 points. Therefore, the answer is 10.",0
nu-3732,"Justin Bieber has 94 songs on the Hot 100 list. Therefore, the answer is 94.",0
nt-13675,"Step 1: PG Andersson and Jonas Andersson were the two fastest drivers in the 2008 rally New Zealand. Solberg was faster than Gardemeister. Therefore, the answer is Toni Gardemeister.",0
nt-11489,"Step 1: The relevant information to answer the above question is: Jules Alfred Le Tourneur du Coudray was the first secretary for the minister of finance. Therefore, the answer is Stanislas Le Tourneur d'Ison.",0
nu-2287,"Step 1: The number of results used is 0 - 57. Therefore, the answer is 0 - 57.",0
nt-5491,The following is a list of peaks in Italy: 16 peaks are listed in Italy: 16 peaks are listed in Italy: 17 peaks are listed in Italy: 17 peaks are listed in Germany: 22 peaks are listed in Italy: 22 peaks are listed in Austria: 23 peaks are listed in Italy: 26 peaks are listed in Germany: 26 peaks are listed in Austria: 27 peaks are listed in Italy: 28 peaks are listed in Germany: 29 peaks are listed in Austria: 35 peaks are listed in Italy: 35 peaks are listed in Germany: 37 peaks are,0
